reporting_period,project_number,legacy_project_number,street_address,city,county,state,zip_code,incorporated_municipality,municipality_type,census_tract,nys_disadvantaged_community_status,climate_and_economic_justice_screening_tool_status,sector,program_type,solicitation,electric_utility,purchase_type,date_application_received,date_install,project_status,contractor,minority_or_women_owned_business_enterprise_mwbe,inverter_manufacturer,primary_inverter_model_number,inverter_quantity,pv_module_manufacturer,pv_module_model_number,pv_module_quantity,project_cost,total_nyserda_incentive,affordable_solar_residential_adder,affordable_multifamily_housing_incentive,community_adder,inclusive_community_solar_adder,expanded_solar_for_all_adder,brownfield_landfill_adder,canopy_adder,prevailing_wage_adder,totalnameplatekwdc,expected_kwh_annual_production,remote_net_metering,community_distributed_generation,green_jobs_green_new_york_participant,latitude,longitude,georeference
2023-11-30T00:00:00Z,172621,NA,493 Greene Ave,Brooklyn,Kings,NY,11216,New York,City,36047024300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-02-21T00:00:00Z,2019-05-15T00:00:00Z,Complete,"Brooklyn SolarWorks, LLC",No,SMA America,SB5.0-1SP-US-40 [208V],2,LG Electronics Inc.,LG360Q1C-A5,30,75079,9720,0,0,0,0,0,0,3240,0,10.8,12112,NA,Yes,No,40.68850376,-73.95143243,POINT (-73.95143243 40.68850376)
2023-11-30T00:00:00Z,188854,NA,3466 Fish Ave,Bronx,Bronx,NY,10469,New York,City,36005038600,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-06-20T00:00:00Z,2021-05-11T00:00:00Z,Complete,"Bright Power, Inc.",No,SolarEdge Technologies Ltd.,SE66.6KUS [480V],2,Hanwha Q CELLS,Q.PEAK G4.1/ Max 305,689,550579.71,126087,0,0,0,0,0,0,0,0,210.15,235811,NA,Yes,No,40.87720426,-73.85024436,POINT (-73.85024436 40.87720426)
2023-11-30T00:00:00Z,166405,NA,48-56 47th St,Woodside,Queens,NY,11377,New York,City,36081023500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-02-21T00:00:00Z,2020-11-02T00:00:00Z,Complete,"Solar Liberty Energy Systems, Inc.",No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],1,Hanwha Q CELLS,Q.PEAK DUO L-G5.2 400,34,36312,7752,0,0,0,0,0,0,0,0,13.6,16432,NA,Yes,No,40.73836117,-73.91877415,POINT (-73.91877415 40.73836117)
2023-11-30T00:00:00Z,180830,NA,584 Bergen St,Brooklyn,Kings,NY,11238,New York,City,36047016300,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-04-10T00:00:00Z,2019-06-04T00:00:00Z,Complete,"Brooklyn SolarWorks, LLC",No,SMA America,SB5.0-1SP-US-40 [208V],1,LG Electronics Inc.,LG360Q1C-A5,12,30077.66,2592,0,0,0,0,0,0,0,0,4.32,4920,NA,Yes,No,40.67972119,-73.9704577,POINT (-73.9704577 40.67972119)
2023-11-30T00:00:00Z,164855,NA,367 Sterling Pl,Brooklyn,Kings,NY,11238,New York,City,36047020700,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2018-12-05T00:00:00Z,2019-02-01T00:00:00Z,Complete,"Brooklyn SolarWorks, LLC",No,SMA America,SB5.0-1SP-US-40 [208V],1,LG Electronics Inc.,LG360Q1C-A5,11,25466.87,2376,0,0,0,0,0,0,0,0,3.96,4895,NA,Yes,No,40.67529883,-73.96592457,POINT (-73.96592457 40.67529883)
2023-11-30T00:00:00Z,170960,NA,118 W 118 St,New York,New York,NY,10026,New York,City,36061021800,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-01-18T00:00:00Z,2019-02-25T00:00:00Z,Complete,"Brooklyn SolarWorks, LLC",No,SMA America,SB5.0-1SP-US-40 [208V],2,LG Electronics Inc.,LG360Q1C-A5,27,82595,8748,0,0,0,0,0,0,2916,0,9.72,11037,NA,Yes,No,40.80362666,-73.94975452,POINT (-73.94975452 40.80362666)
2023-11-30T00:00:00Z,189511,NA,2875 Richmond Ave,Staten Island,Richmond,NY,10314,New York,City,36085027702,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2019-07-02T00:00:00Z,2022-04-04T00:00:00Z,Complete,"Green Street Power Partners, LLC",No,Yaskawa Solectria Solar,PVI 50TL-480 [480V],8,Sunpower,SPR-X22-360-COM,1380,1497458.4,298080,0,0,0,0,0,0,0,0,496.8,541446,NA,Yes,No,40.57433397,-74.16764051,POINT (-74.16764051 40.57433397)
2023-11-30T00:00:00Z,166379,NA,45 49th St,Woodside,Queens,NY,11377,New York,City,36081023500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-05-17T00:00:00Z,NA,Pipeline,"Solar Liberty Energy Systems, Inc.",No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],1,Hanwha Q CELLS,Q.PEAK DUO L-G5.2 400,43,42720,10584,0,0,0,0,0,0,0,0,17.2,20242,NA,Yes,No,40.74262058,-73.91603951,POINT (-73.91603951 40.74262058)
2023-11-30T00:00:00Z,189379,NA,1406 Hicks St,Bronx,Bronx,NY,10469,New York,City,36005038600,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-06-20T00:00:00Z,2020-12-17T00:00:00Z,Complete,"Bright Power, Inc.",No,SolarEdge Technologies Ltd.,SE100KUS [480V],1,Hanwha Q CELLS,Q.PEAK-G4.1 305,349,278886.81,63867,0,0,0,0,0,0,0,0,106.44,119446,NA,Yes,No,40.87829678,-73.84983322,POINT (-73.84983322 40.87829678)
2023-11-30T00:00:00Z,185988,NA,3455 Corsa Ave,Bronx,Bronx,NY,10469,New York,City,36005038600,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-06-04T00:00:00Z,2021-03-24T00:00:00Z,Complete,"Bright Power, Inc.",No,SolarEdge Technologies Ltd.,SE66.6KUS [480V],2,Hanwha Q CELLS,Q.PEAK-G4.1 305,324,230939.91,59292,0,0,0,0,0,0,0,0,98.82,111954,NA,Yes,No,40.87759953,-73.84790485,POINT (-73.84790485 40.87759953)
2023-11-30T00:00:00Z,158694,NA,647 Myrtle Ave,Brooklyn,Kings,NY,11205,New York,City,36047123700,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2018-11-15T00:00:00Z,2019-02-01T00:00:00Z,Complete,"Brooklyn SolarWorks, LLC",No,SMA America,SB5.0-1SP-US-40 [208V],2,LG Electronics Inc.,LG360Q1C-A5,27,57470,5832,0,0,0,0,0,0,0,0,9.72,11879,NA,Yes,No,40.69449982,-73.95779812,POINT (-73.95779812 40.69449982)
2023-11-30T00:00:00Z,207267,NA,108-53 62nd Dr,Forest Hills,Queens,NY,11375,New York,City,36081074500,Outside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-10-08T00:00:00Z,NA,Pipeline,"Solar Liberty Energy Systems, Inc.",No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],3,Canadian Solar Inc.,CS3U-365MS,156,183916.2,54164,0,20000,0,0,0,0,0,0,56.94,58215,NA,Yes,No,40.73677376,-73.84946184,POINT (-73.84946184 40.73677376)
2023-11-30T00:00:00Z,188852,NA,3467 Fish Ave,Bronx,Bronx,NY,10469,New York,City,36005038600,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-06-20T00:00:00Z,2021-05-11T00:00:00Z,Complete,"Bright Power, Inc.",No,SolarEdge Technologies Ltd.,SE100KUS [480V],2,Hanwha Q CELLS,Q.PEAK G4.1/ Max 305,819,654462.91,149877,0,0,0,0,0,0,0,0,249.79,273467,NA,Yes,No,40.87704202,-73.85079771,POINT (-73.85079771 40.87704202)
2023-11-30T00:00:00Z,184109,NA,460 16 St,Brooklyn,Kings,NY,11215,New York,City,36047016900,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-05-16T00:00:00Z,2019-06-28T00:00:00Z,Complete,"Brooklyn SolarWorks, LLC",No,SMA America,SB5.0-1SP-US-40 [208V],1,LG Electronics Inc.,LG365Q1C-A5,12,30387.66,2628,0,0,0,0,0,0,0,0,4.38,5596,NA,Yes,No,40.65984416,-73.97951299,POINT (-73.97951299 40.65984416)
2023-11-30T00:00:00Z,184339,NA,200 6 St,Brooklyn,Kings,NY,11215,New York,City,36047011900,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-05-03T00:00:00Z,2019-06-18T00:00:00Z,Complete,"Brooklyn SolarWorks, LLC",No,SMA America,SB7.0-1SP-US-40 [208V],2,Hanwha Q Cells,Q.PEAK DUO L-G5.2 385,42,156849,6597,0,0,0,0,0,0,0,0,16.17,15271,NA,Yes,No,40.67343935,-73.99008753,POINT (-73.99008753 40.67343935)
2023-11-30T00:00:00Z,189389,NA,1489 Forest Ave,Staten Island,Richmond,NY,10302,New York,City,36085024700,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2019-07-02T00:00:00Z,2021-06-02T00:00:00Z,Complete,"Green Street Power Partners, LLC",No,Yaskawa Solectria Solar,PVI 50TL-480 [480V],14,Sunpower,SPR-X22-360-COM,2064,2199304,445824,0,0,0,0,0,0,0,0,743.04,809815,NA,Yes,No,40.62570863,-74.13729834,POINT (-74.13729834 40.62570863)
2023-11-30T00:00:00Z,184918,NA,3468 Fenton Ave,Bronx,Bronx,NY,10469,New York,City,36005038600,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-06-04T00:00:00Z,2020-06-15T00:00:00Z,Complete,"Bright Power, Inc.",No,SolarEdge Technologies Ltd.,SE66.6KUS [480V],1,Hanwha Q Cells,Q.PEAK-G4.1 305,289,230939.91,52887,0,0,0,0,0,0,0,0,88.14,97404,NA,Yes,No,40.87776881,-73.84839885,POINT (-73.84839885 40.87776881)
2023-11-30T00:00:00Z,166419,NA,37-6 65th St,Woodside,Queens,NY,11377,New York,City,36081026100,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-02-21T00:00:00Z,2022-03-03T00:00:00Z,Complete,"Solar Liberty Energy Systems, Inc.",No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],1,Hanwha Q CELLS,Q.PEAK DUO L-G5.2 400,40,42720,9120,0,0,0,0,0,0,0,0,16,18830,NA,Yes,No,40.74828952,-73.89807403,POINT (-73.89807403 40.74828952)
2023-11-30T00:00:00Z,184105,NA,411 Classon Ave,Brooklyn,Kings,NY,11238,New York,City,36047023300,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-05-23T00:00:00Z,2019-06-26T00:00:00Z,Complete,"Brooklyn SolarWorks, LLC",No,SMA America,SB7.0-1SP-US-40 [208V],1,LG Electronics Inc.,LG365Q1C-A5,21,44525.6,6898,0,0,0,0,0,0,2299.5,0,7.66,9348,NA,Yes,No,40.6869331,-73.95947023,POINT (-73.95947023 40.6869331)
2023-11-30T00:00:00Z,189437,NA,2865 Richmond Ave,Staten Island,Richmond,NY,10314,New York,City,36085027702,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2019-07-02T00:00:00Z,2022-01-04T00:00:00Z,Complete,"Green Street Power Partners, LLC",No,Yaskawa Solectria Solar,PVI 50TL-480 [480V],8,Sunpower,SPR-X22-360-COM,1236,1341984.48,266976,0,0,0,0,0,0,0,0,444.96,484947,NA,Yes,No,40.57646642,-74.16943332,POINT (-74.16943332 40.57646642)
2023-11-30T00:00:00Z,157192,NA,45 110th St,New York,New York,NY,10026,New York,City,36061018600,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2018-11-15T00:00:00Z,2019-02-01T00:00:00Z,Complete,Grid City Electric Corp,No,Fronius USA,Fronius Symo 12.0-3 208-240 [208V],3,LG Electronics Inc.,LG360Q1C-A5,112,124992,40320,0,16128,0,0,0,0,0,0,40.32,47597,NA,Yes,No,40.79762889,-73.95086948,POINT (-73.95086948 40.79762889)
2023-11-30T00:00:00Z,243695,NA,566 Gulf Ave,Staten Island,Richmond,NY,10314,New York,City,36085029102,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-04-29T00:00:00Z,NA,Pipeline,"PowerFlex Solar, LLC",No,SMA America,STP 50-US-41 [480V],22,JA Solar,JAP72S09-340/SC,4230,2091141.07,765000,0,0,0,0,0,0,0,0,1530,1849480,NA,Yes,No,40.61587644,-74.18807725,POINT (-74.18807725 40.61587644)
2023-11-30T00:00:00Z,247847,NA,21 1 Ave,New York,New York,NY,10003,New York,City,36061003602,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-05-30T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,SolarEdge Technologies Ltd.,SE43.2KUS [208V],1,Canadian Solar Inc.,CS3U-385MB-AG,114,177754.51,29445,0,0,0,0,0,0,7500,0,43.89,54143,NA,Yes,No,40.72366391,-73.98838935,POINT (-73.98838935 40.72366391)
2023-11-30T00:00:00Z,248881,NA,821 Prospect Pl,Brooklyn,Kings,NY,11216,New York,City,36047031701,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-06-12T00:00:00Z,2022-05-09T00:00:00Z,Complete,770 Electric Corp.,Yes,Fronius USA,Fronius Symo 15.0-3 [208V],1,Sunpower,SPR-P19-395-COM,40,49249.2,15800,0,9480,0,0,0,0,0,0,15.8,19090,NA,Yes,No,40.67438459,-73.94918185,POINT (-73.94918185 40.67438459)
2023-11-30T00:00:00Z,262574,NA,5345 Preston Ct,Brooklyn,Kings,NY,11234,New York,City,36047094401,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2020-10-08T00:00:00Z,2021-04-23T00:00:00Z,Complete,"Green Street Power Partners, LLC",No,Yaskawa Solectria Solar,PVI 60TL-480 [480V],5,Heliene,72M370,936,1039641.63,138528,0,0,0,0,0,0,0,0,346.32,425606,NA,Yes,No,40.6378103,-73.92518981,POINT (-73.92518981 40.6378103)
2023-11-30T00:00:00Z,226550,NA,230-19 Rockaway Blvd,Springfield Gardens,Queens,NY,11413,New York,City,36081066400,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2019-12-17T00:00:00Z,2021-08-26T00:00:00Z,Complete,"PowerFlex Solar, LLC",No,SolarEdge Technologies Ltd.,SE100KUS [480V],5,Hanwha Q CELLS,Q.PEAK DUO L-G6.2 420,1483,1232010,373716,0,0,0,0,0,0,0,0,622.86,748633,NA,Yes,No,40.65161999,-73.75843102,POINT (-73.75843102 40.65161999)
2023-11-30T00:00:00Z,214370,NA,328 Beekman Ave,Bronx,Bronx,NY,10454,New York,City,36005003300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-12-18T00:00:00Z,NA,Pipeline,Harvest Power,No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,"S-Energy Co., Ltd.",SN305M-10(B),127,41045.92,38735,0,15494,0,0,0,0,0,0,38.74,40816,NA,Yes,No,40.80853692,-73.91386334,POINT (-73.91386334 40.80853692)
2023-11-30T00:00:00Z,228812,NA,621 Degraw St,Brooklyn,Kings,NY,11217,New York,City,36047011900,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,2020-02-18T00:00:00Z,2021-12-17T00:00:00Z,Complete,"Solar Energy Systems, LLC",No,Fronius International GmbH,Fronius Symo 10.0-3 208-240 [208V],5,Hanwha Q CELLS,Q.PEAK DUO L-G5.3 395,146,185697.4,42102,0,0,0,0,0,0,7500,0,57.67,72759,NA,Yes,No,40.67903039,-73.98279212,POINT (-73.98279212 40.67903039)
2023-11-30T00:00:00Z,248651,NA,178 Liberty Ave,Jamaica,Queens,NY,11433,New York,City,36081044000,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2020-06-25T00:00:00Z,NA,Pipeline,UGE USA Inc.,No,Canadian Solar Inc.,CSI-50KTL-GS [480V],1,Trina Solar,TSM-410DE15H(II),166,143800,34030,0,0,0,0,0,0,0,0,68.06,71445,NA,Yes,No,40.70538927,-73.78140621,POINT (-73.78140621 40.70538927)
2023-11-30T00:00:00Z,247801,NA,542 W 147 St,New York,New York,NY,10031,New York,City,36061023300,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-05-30T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],1,Canadian Solar Inc.,CS3U-385MB-AG,87,143693.56,24248,0,0,0,0,0,0,7500,0,33.49,41320,NA,Yes,No,40.82732891,-73.94883831,POINT (-73.94883831 40.82732891)
2023-11-30T00:00:00Z,234886,NA,112-41 72nd Rd,Forest Hills,Queens,NY,11375,New York,City,36081075702,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-04-09T00:00:00Z,2021-04-22T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],7,LG Electronics Inc.,LG350N1C-V5,686,1052564,167720,0,0,0,0,0,0,35544.6,0,244.32,262344,NA,Yes,No,40.72117662,-73.83779554,POINT (-73.83779554 40.72117662)
2023-11-30T00:00:00Z,243311,NA,147 Prospect Park SW,Brooklyn,Kings,NY,11218,New York,City,36047050202,Outside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-04-14T00:00:00Z,2020-11-18T00:00:00Z,Complete,Kamtech Restoration Corp,No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,Sunpower,SPR-X21-460-COM,75,153918,17250,0,0,0,0,0,0,0,0,34.5,38868,NA,Yes,No,40.65526487,-73.97363966,POINT (-73.97363966 40.65526487)
2023-11-30T00:00:00Z,217860,NA,1475 Walton Ave,Bronx,Bronx,NY,10452,New York,City,36005022300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-11-06T00:00:00Z,2020-04-08T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],2,LG Electronics Inc.,LG340N1C-V5,140,278459,28560,0,0,0,0,0,0,0,0,47.6,57974,NA,Yes,No,40.84138482,-73.91478842,POINT (-73.91478842 40.84138482)
2023-11-30T00:00:00Z,249916,NA,40-14 12th St,Astoria,Queens,NY,11106,New York,City,36081002500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-07-22T00:00:00Z,2021-04-21T00:00:00Z,Complete,Bright Power,No,SolarEdge Technologies Ltd.,SE9KUS [208V],4,Sunpower,SPR-X22-360-COM,177,170016,63720,0,38232,0,0,0,0,0,0,63.72,70659,NA,Yes,No,40.75588354,-73.94307644,POINT (-73.94307644 40.75588354)
2023-11-30T00:00:00Z,214385,NA,593 Oak Ter,Bronx,Bronx,NY,10454,New York,City,36005003300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-12-18T00:00:00Z,NA,Pipeline,Harvest Power,No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],2,"S-Energy Co., Ltd.",SN305M-10(B),108,82786.07,32940,0,13176,0,0,0,0,0,0,32.94,34709,NA,Yes,No,40.80908247,-73.91465303,POINT (-73.91465303 40.80908247)
2023-11-30T00:00:00Z,236201,NA,2305 Grand Ave,Bronx,Bronx,NY,10468,New York,City,36005025300,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-04-08T00:00:00Z,2020-12-23T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],3,LG Electronics Inc.,LG340N1C-V5,314,442212,53380,0,0,0,0,0,0,0,0,106.76,130026,NA,Yes,No,40.86000806,-73.9052381,POINT (-73.9052381 40.86000806)
2023-11-30T00:00:00Z,249951,NA,41-14 12th St,Astoria,Queens,NY,11106,New York,City,36081002500,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-07-22T00:00:00Z,2021-06-16T00:00:00Z,Complete,Bright Power,No,SolarEdge Technologies Ltd.,SE43.2KUS [208V],2,Sunpower,SPR-X22-360-COM,177,177744,63720,0,38232,0,0,0,0,0,0,63.72,70492,NA,Yes,No,40.75462461,-73.94429815,POINT (-73.94429815 40.75462461)
2023-11-30T00:00:00Z,247853,NA,106 Norfolk St,New York,New York,NY,10002,New York,City,36061001402,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-05-28T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],1,Canadian Solar Inc.,CS3U-385MB-AG,94,153083.71,25595,0,0,0,0,0,0,5700,0,36.19,38557,NA,Yes,No,40.71887152,-73.98700809,POINT (-73.98700809 40.71887152)
2023-11-30T00:00:00Z,214391,NA,626 141st St,Bronx,Bronx,NY,10454,New York,City,36005002702,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2019-12-19T00:00:00Z,NA,Pipeline,Harvest Power,No,SolarEdge Technologies Ltd.,SE9KUS [208V],3,"S-Energy Co., Ltd.",SN305M-10(B),121,90982.41,36905,0,14762,0,0,0,0,0,0,36.9,40402,NA,Yes,No,40.80782392,-73.91405121,POINT (-73.91405121 40.80782392)
2023-11-30T00:00:00Z,247797,NA,507 W 147 St,New York,New York,NY,10031,New York,City,36061023300,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-05-30T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],1,Canadian Solar Inc.,CS3U-385MB-AG,56,80418.8,10780,0,0,0,0,0,0,0,0,21.56,24253,NA,Yes,No,40.82691477,-73.94729878,POINT (-73.94729878 40.82691477)
2023-11-30T00:00:00Z,248673,NA,1810 Amsterdam Ave,New York,New York,NY,10031,New York,City,36061023300,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2020-06-03T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],1,Canadian Solar Inc.,CS3U-385MB-AG,73,116803.34,28105,0,14052,0,0,0,0,0,0,28.1,34671,NA,Yes,No,40.82823674,-73.94562297,POINT (-73.94562297 40.82823674)
2023-11-30T00:00:00Z,210735,NA,75 19 St,Brooklyn,Kings,NY,11232,New York,City,36047001800,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,2019-12-18T00:00:00Z,NA,Pipeline,UGE USA Inc.,No,Enphase Energy Inc.,IQ7PLUS-72-x-US [208V],296,LG Electronics Inc.,LG355S2W-A5,296,419950,63048,0,0,0,0,0,0,0,0,105.08,121126,NA,Yes,No,40.66606299,-73.99800788,POINT (-73.99800788 40.66606299)
2023-11-30T00:00:00Z,247317,NA,855 E 140 St,Bronx,Bronx,NY,10454,New York,City,36005001900,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-05-23T00:00:00Z,2021-06-10T00:00:00Z,Complete,QCells Enable LLC (dba for Hanwha Q Cells America Inc),No,Yaskawa Solectria Solar,PVI 60TL-480 [480V],5,"Risen Energy Co., Ltd.",RSM144-6-400M,900,653952,180000,0,0,0,0,0,0,0,0,360,413821,NA,Yes,No,40.80425095,-73.90736223,POINT (-73.90736223 40.80425095)
2023-11-30T00:00:00Z,247830,NA,84 Bradhurst Ave,New York,New York,NY,10039,New York,City,36061025900,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-05-30T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],1,Canadian Solar Inc.,CS3U-385MB-AG,45,76923,13860,0,0,0,0,0,0,5197.5,0,17.33,21372,NA,Yes,No,40.82403232,-73.94217033,POINT (-73.94217033 40.82403232)
2023-11-30T00:00:00Z,234689,NA,149-5 79th Ave,Flushing,Queens,NY,11367,New York,City,36081077904,Outside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-03-04T00:00:00Z,2020-12-10T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],3,LG Electronics Inc.,LG340N1C-V5,371,636511,63070,0,0,0,0,0,0,0,0,126.14,153314,NA,Yes,No,40.71975443,-73.81428364,POINT (-73.81428364 40.71975443)
2023-11-30T00:00:00Z,248549,NA,736 St Johns Pl,Brooklyn,Kings,NY,11216,New York,City,36047021900,Inside a NYS DAC,Outside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2020-05-30T00:00:00Z,NA,Pipeline,Urban Energy Inc.,No,SolarEdge Technologies Ltd.,SE14.4KUS [208V],1,Canadian Solar Inc.,CS3U-385MB-AG,43,70472.66,11050,0,0,0,0,0,0,2772,0,16.56,19221,NA,Yes,No,40.67171052,-73.95407334,POINT (-73.95407334 40.67171052)
2023-11-30T00:00:00Z,236039,NA,141 W 139 St,New York,New York,NY,10030,New York,City,36061023000,Inside a NYS DAC,Inside a CEJST DAC,Non-Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2020-03-13T00:00:00Z,2022-06-03T00:00:00Z,Complete,Best Energy Power,No,SolarEdge Technologies Ltd.,SE33.3KUS [480V],2,LG Electronics Inc.,LG340N1C-V5,205,331132,34850,0,0,0,0,0,0,0,0,69.7,86151,NA,Yes,No,40.81751911,-73.94080155,POINT (-73.94080155 40.81751911)
