bin,address,heightroof,zonedist1,ratio_residfar,histdist,ElcPrd_MWh,ownername,zipcode,bct2020,agent_name,head_name,officer_name,manager_name,owner_add,agent_add,head_add,officer_add,owner_cat,r_bldgtype,residential,bbl,f_lowroof,f_mzone,f_lowres,f_hd,f_mulbldg,f_disad,f_ll97,f_solrad,f_nys_dac,elcprd_MWh,index
3245061,3101 BRIGHTON 2 STREET,65.32,R7-1,1.5,NA,62.0023911109,BRIGHTON REALTY LLC,11235,3036001,JOSHUA LAZARUS,JOSHUA LAZARUS,DANIEL LAZARUS,JAUN LOPEZ,500 NEW HEMPSTEAD ROAD G NEW CITY NY 10956,3101 BRIGHTON 2ND 1F Brooklyn NY 11235,500 NEW HEMPSTEAD ROAD G NEW CITY NY 10956,500 NEW HEMPSTEAD ROAD G NEW CITY NY 10956,Unknown (likely private),multiple unit,1,3086850089,0,0,0,0,0,1,2,0,0,62.0023911109,3
3206449,3210 AVENUE H,64.35,R6,1.773662551440329,NA,119.931348532,KMW REALTY,11210,3077600,HALIL LJESNJANIN,LEA MASWARY,HALIL LJESNJANIN,HASAN CECUNJANIN,141-50 85TH ROAD  BRIARWOOD NY 11435,141-50 85TH RD  BRIARWOOD NY 11435,141-50 85TH RD  BRIARWOOD NY 11435,141-50 85TH RD  BRIARWOOD NY 11435,Unknown (likely private),multiple unit,1,3075780057,0,0,1,0,0,0,2,1,0,119.931348532,4
3044658,146 MALCOLM X BOULEVARD,65.44,R6A,0.6966666666666667,NA,156.116196042,NYC HOUSING AUTHORITY,11221,3029300,NA,NA,NA,NA,NA,NA,NA,NA,"State, federal, or public authority",multiple unit,1,3016360024,0,0,1,0,1,1,2,1,1,156.116196042,7
3116471,1600 CATON AVENUE,67.11,R3X,7.72,NA,122.109118735,REBECCA PROPERTIES LLC,11226,3050600,MOSHE RHINE,TERRY BERNSTEIN,LAWRENCE BERNSTEIN,MOSHE RHINE,725 CHURCH AVE  BROOKLYN NY 11218,725 CHURCH AVE  BROOKLYN NY 11218,725 CHURCH AVE  BROOKLY NY 11218,725 CHURCH AVE  BROOKLYN NY 11218,Unknown (likely private),multiple unit,1,3050770001,0,0,1,0,0,1,2,1,0,122.109118735,5
3021770,160 7 STREET,50.3318719,M2-1,Inf,NA,169.937493494,160 SEVENTH STREET,11215,3012100,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3009960017,0,1,0,0,0,0,2,1,0,169.937493494,4
3336768,872 EAST 42 STREET,18.45,M1-1,Inf,NA,151.927458206,FERGUSON REALTY CORP,11210,3072600,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3077250060,2,1,0,0,2,0,0,1,0,151.927458206,6
3326513,284 ROCKAWAY AVENUE,54.94,R6,1.4320987654320987,NA,61.3121131127,NYC HOUSING AUTHORITY,11212,3091200,NA,NA,NA,NA,NA,NA,NA,NA,"State, federal, or public authority",multiple unit,1,3035440001,0,0,1,0,2,1,2,0,1,61.3121131127,7
3155989,302 MARINE AVENUE,44.15,R6A,1.0633333333333332,NA,79.0166187662,302 MARINE REALTY LLC,11209,3005602,GEORGE PSARAS,JOHN PSARAS,JOHN PSARAS,GEORGE PSARAS,302 MARINE AVENUE  BROOKLYN NY 11209,7916 5TH AVE  BKLYN NY 11209,7916 FIFTH AVENUE  BROOKLYN NY 11209,7916 5TH AVE  Brooklyn NY 11209,Unknown (likely private),multiple unit,1,3061300006,0,0,1,0,0,0,2,0,0,79.0166187662,3
3029330,315 ST JOHNS PLACE,80.99,R8X,0.6295681063122924,NA,60.9159321413,315 ST JOHNS OWNERS INC,11238,3020700,FABIO SCODITTI,FABIO SCODITTI,NA,FABIO SCODITTI,1460 BROADWAY  New York NY 10036,1460 BROADWAY  New York NY 10036,1460 BROADWAY  New York NY 10036,NA,Unknown (likely private),coop,1,3011710002,0,0,0,0,0,0,2,0,0,60.9159321413,2
3320751,2885 WEST 12 STREET,173.04,R6,0.8148148148148148,NA,74.2183916864,LUNA PARK HOUSING CO,11224,3035000,ERNEST SUSCO,ROMAN GRINBERG,ERNEST SUSCO,ERNEST SUSCO,2892 WEST 8 STREET  Brooklyn NY 11224,2892 WEST 8TH ST  Brooklyn NY 11224,2881 WEST 12TH ST  Brooklyn NY 11224,1981 MARCUS AVE C131 New Hyde Park NY 11042,Tax-exempt property,coop,1,3072680001,2,0,1,0,2,0,2,0,0,74.2183916864,7
3070523,1150 METROPOLITAN AVENUE,25.25756358,M3-1,Inf,NA,1027.49634345,HB NYC REALTY LLC,11237,3044902,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3029430002,2,1,0,0,0,1,2,3,1,1027.49634345,10
3115917,354 OCEAN AVENUE,68.92,R7A,1.19,NA,72.9235255685,354 OCEAN AVE REALTY,11226,3050804,DOV SANDBERG,DOV SANDBERG,EMIL FRIEDMAN,DOV SANDBERG,127 BEVERLY ROAD  BROOKLYN NY 11218,127 BEVERLY ROAD  BROOKLYN NY 11218,127 BEVERLY ROAD  BROOKLYN NY 11218,127 BEVERLY ROAD  BROOKLYN NY 11218,Unknown (likely private),multiple unit,1,3050530038,0,0,0,0,0,1,2,0,0,72.9235255685,3
3124299,110 OCEAN PARKWAY,63.81,R7A,1.2,NA,84.3736960834,110 OCEAN PKWY OWNERS CORP,11218,3050002,AMIN TAURAN,GREGORY COHEN,NA,SAMIR RADONIQI,30-30 NORTHERN BLVD 402 Long Island City NY 11101,3030 NORTHERN BLVD 402 Long Island City NY 11101,30-30 NORTHERN BLVD 402 Long Island City NY 11101,NA,Unknown (likely private),coop,1,3053280010,0,0,0,0,0,0,2,0,0,84.3736960834,2
3053112,257 MACON STREET,55.91,R6B,0.465,NA,87.0905317236,NEWMAN MEMORIAL UNITED,11216,3026900,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3018460047,0,0,1,0,0,0,0,0,1,87.0905317236,2
3337426,331 EAST 88 STREET,18.62,M1-1,Inf,NA,298.741784144,"DITMAS ASSOCIATES,    .",11236,3096000,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3079240126,2,1,0,0,2,0,0,1,0,298.741784144,6
3258606,164 STEWART AVENUE,24.23,M3-1,Inf,NA,208.489256388,160 STEWART LLC,11237,3044902,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3029640054,2,1,0,0,0,1,0,1,1,208.489256388,6
3096183,1485 DUMONT AVENUE,40.23,R4,0.9866666666666667,NA,237.690693336,BKLYN UNITED METHODIST CHURCH HOME,11208,3120803,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3042890001,0,0,1,0,0,1,2,1,1,237.690693336,6
3038521,2027 PACIFIC STREET,51.16,R6,1.4320987654320987,NA,88.7878715142,PACIFIC HOUSING LLC,11233,3030300,YON KOWITZ,YON KOWITZ,NA,NA,343 HOWARD AVE  Brooklyn NY 11233,343 HOWARD AVE  Brooklyn NY 11233,343 HOWARD AVE  Brooklyn NY 11233,NA,Unknown (likely private),multiple unit,1,3014310045,0,0,1,0,0,1,2,0,1,88.7878715142,5
3336298,841 63 STREET,34.28,M1-1,Inf,NA,348.346216033,BFL EQUITIES LTD,11220,3012000,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3057280047,0,1,0,0,1,1,2,1,0,348.346216033,6
3121386,1086 OCEAN AVENUE,46.7,R7A,0.845,NA,79.2642806678,CORES REALTY CORPORATION,11230,3076400,EHUD LIVNE,SAMUEL HERTZ,SAMUEL HERTZ,EHUD LIVNE,1060 OCEAN AVE A1 BROOKLYN NY 11226,1060 OCEAN AVE A1 BROOKLYN NY 11226,1060 OCEAN AVE A1 BROOKLYN NY 11226,1060 OCEAN AVE A1 BKLYN NY 11226,Unknown (likely private),multiple unit,1,3052400110,0,0,0,0,0,1,2,0,0,79.2642806678,3
3320777,3004 AVENUE V,56.3472238,R5,0.704,NA,75.3708395051,NYC HOUSING AUTHORITY,11229,3057200,NA,NA,NA,NA,NA,NA,NA,NA,"State, federal, or public authority",multiple unit,1,3073890001,0,0,1,0,2,1,2,0,1,75.3708395051,7
3196581,440 NEPTUNE AVENUE,208.68,R6,1.2592592592592593,NA,238.866424124,NA,11224,3035602,HEATHER JOHNSON,HEATHER JOHNSON,CHRISTOPHER ALKER,NA,99 PARK AVENUE 14TH F New York NY 10016,99 PARK AVENUE 14TH F New York NY 10016,99 PARK AVENUE 14TH F New York NY 10016,99 PARK AVENUE 14TH F New York NY 10016,Unknown (likely private),coop,1,3072740015,2,0,1,0,0,0,2,1,0,238.866424124,6
3031516,803 STERLING PLACE,22.1,R6A,0.45999999999999996,NA,130.440983671,803 STERLING LLC,11216,3031701,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3012400063,2,0,1,0,0,0,0,1,0,130.440983671,4
3256866,2601 86 STREET,21.01,C8-2,Inf,NA,117.125934314,ELGAT LLC,11223,3040200,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3070920020,2,0,0,0,0,1,0,1,1,117.125934314,5
3348838,2970 CROPSEY AVENUE,30.27227272,C8-1,Inf,NA,2187.87104655,CROPSEY AVE. LLC,11214,3034800,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3069470500,0,0,0,0,0,1,2,4,1,2187.87104655,8
3179696,1602 AVENUE I,69.9,R5,1.688,NA,221.864850927,WATERFALL APTS INC,11230,3053200,LARRY GLICK,SAUL FRIEDMAN,NA,NA,210 EAST 23 STREET 5FL New York NY 10010,210 EAST 23 STREET 5FL New York NY 10010,210 EAST 23 STREET 5FL New York NY 10010,NA,Unknown (likely private),coop,1,3067090001,0,0,1,0,0,1,2,1,0,221.864850927,5
3065333,802 MANHATTAN AVENUE,15.52,C4-3A,0.3333333333333333,NA,115.540240687,"802 MANHATTAN REALTY,",11222,3056100,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3025970011,2,0,0,0,0,0,0,1,1,115.540240687,4
3398059,5120 AVENUE U,71.0,M3-1,Inf,NA,1215.49175146,"MACY'S MALL REAL ESTATE, LLC",11234,3069800,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3084700055,0,0,0,0,2,0,2,4,0,1215.49175146,8
3424124,257 GOLD STREET,140.0,C6-2,1.3588039867109636,NA,37.8600478548,"BROOKLYN GOLD SPE LLC,",11201,3001501,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),multiple unit,1,3001220013,2,0,0,0,2,0,2,0,1,37.8600478548,7
3339176,75 HENRY STREET,14.19736276,R8,0.7059800664451827,NA,41.3704945104,WHITMAN OWNERS CORP,11201,3000100,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),coop,1,3002170001,2,0,0,0,2,0,2,0,0,41.3704945104,6
3405282,772 COZINE AVENUE,34.07,M1-1,Inf,NA,618.696430217,NYC DEPARTMENT OF TRANSPORTATION,11208,3122000,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3045660005,0,1,0,0,0,1,2,2,1,618.696430217,7
3179705,1605 AVENUE J,45.89686208,R2,3.8,NA,150.789376007,YESHIVAH OF FLATBUSH,11230,3053200,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3067090036,0,0,1,0,1,1,2,1,0,150.789376007,6
3097769,416 STANLEY AVENUE,17.1481044,M1-1,Inf,NA,144.652805871,"SDM OF STANLEY, LLC.",11207,3110400,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3043650001,2,1,0,0,0,1,0,1,1,144.652805871,6
3014474,5401 1 AVENUE,39.64,M1-2,Inf,NA,192.94275493,TECHNICAL INDUSTRIAL PLASTICS INC,11220,3002200,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3008200001,0,1,0,0,0,1,2,1,1,192.94275493,6
3037201,261 BUFFALO AVENUE,46.04999486,R6,1.5102880658436213,NA,92.2292807891,BEC CONTINUUM HOUSING DEVELOPMENT FUND C OMPANY INC,11213,3035900,YESENIA MUNOZ,JORGE JORGE,DANIEL PAPA,JUAN LICONA,"494 8TH AVENUE 4TH FL NEW YORK,NY NY 10001","494 8TH AVENUE 4TH FL NEW YORK,NY NY 10001",494 8TH AVENUE 4TH FL New York NY 10001,"494 8TH AVENUE 4TH FL NEW YORK,NY NY 10001",Unknown (likely private),multiple unit,1,3013870007,0,0,1,0,0,1,2,0,1,92.2292807891,5
3072422,427 TROUTMAN STREET,19.99,M1-1,Inf,NA,108.636730877,"BROOK TROUT 427, LLC",11237,3044700,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3031770025,2,1,0,0,2,1,0,1,1,108.636730877,8
3117603,255 EAST 18 STREET,63.53,R7A,1.0875,NA,77.4632515908,255 EAST 18TH STREET LLC,11226,3051200,MICHAEL PISTILLI,JOSEPH PISTILLI,ANTHONY PISTILLI,MICHAEL PISTILLI,35-01 30TH AVE 300 Astoria NY 11103,19-02 WHITESTONE EXPRESSWAY 101 Whitestone NY 11357,35-01 30TH AVE 300 Astoria NY 11103,35-01 30TH AVE 300 Astoria NY 11103,Unknown (likely private),multiple unit,1,3051220044,0,0,0,0,0,0,2,0,0,77.4632515908,2
3335149,652 KENT AVENUE,30.00942032,M3-1,Inf,Individual Landmark,260.619093222,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,11251,3054300,NA,NA,NA,NA,NA,NA,NA,NA,City-owned,not residential,0,3020230001,0,1,0,0,2,0,2,1,1,260.619093222,7
3100149,144 EAST 98 STREET,14.64,C8-2,Inf,NA,243.116105171,MIDYAN GATE REALTY N,11212,3089200,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3046160031,2,0,0,0,1,1,0,1,1,243.116105171,6
3062291,151 KENT AVENUE,51.55,M1-2/R6A,0.7166666666666667,NA,227.024201416,"151 KENT AVENUE OWNER, LLC",11249,3055500,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),multiple unit,1,3023410001,0,1,0,0,0,0,2,1,0,227.024201416,4
3081169,2100 UNION STREET,13.63,R6,0.4115226337448559,NA,114.556566669,2100 UNION REALTY HOLDINGS LLC,11212,3090000,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3035310032,2,0,1,0,0,1,0,1,1,114.556566669,6
3117238,2414 CHURCH AVENUE,42.19,C8-2,Inf,NA,211.45026179,NORTHEASTERN CONFERENCE OF SEVENTH DAY A DVENTIST,11226,3079400,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3051040018,0,0,0,0,0,1,0,1,1,211.45026179,3
3054783,196 CLINTON AVENUE,58.9,R6B,1.44,NA,114.399966875,SYLVIA RAY ASSOC. INC.,11205,3019500,DAVID FELISHCHMAN,IRNING FLEISCHMAN,NA,DAVID FLEISCHMAN,1303 53RD ST 257 BKLYN NY 11219,1303 53RD ST 257 BKLYN NY 11219,1303 53RRD ST 257 BKLYN NY 11219,NA,Unknown (likely private),multiple unit,1,3019010007,0,0,1,0,0,0,2,1,0,114.399966875,4
3327655,1476 UTICA AVENUE,24.18,M1-1,Inf,NA,1460.8621025,G S I REALTY CO,11234,3093200,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3047860088,2,1,0,0,0,1,2,4,0,1460.8621025,10
3099004,535 ATKINS AVENUE,22.35,M1-1,Inf,NA,583.40117789,553-575 COZINE AVENUE LLC,11208,3107800,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3045420020,2,1,0,0,0,0,2,2,1,583.40117789,8
3033472,969 CARROLL STREET,48.31,R6,1.1234567901234567,NA,80.6946254669,TAG REALTY INC,11225,3032500,ARON WITZNITER,ISRAEL WIZNIZTER,ISRAEL WIZNIZTER,CARLOS RAMOS,5318 NEW UTRECHT AVENUE 2ND FL BROOKLYN NY 11219,5318 NEW UTRECHT AVENUE 2ND FL BROOKLYN NY 11219,110 CHESNUT RIDGE RAOD 397 Montvale NJ 07645,110 CHESTNUT RIDGE ROAD 397 Montvale NJ 07645,Unknown (likely private),multiple unit,1,3012800066,0,0,1,0,0,0,2,0,0,80.6946254669,3
3200978,2020 AVENUE V,62.55,R4,6.413333333333333,NA,78.6257170637,2020 AVE V APT CORP,11229,3059403,MARK BERGER,NANCY LEIBOWITZ,MECHELLE RICHARDSON,BESNIK KUKAJ,4907 18TH AVENUE  BROOKLYN NY 11204,4907 18TH AVENUE  BROOKLYN NY 11204,2020 AVENUE V 3G BROOKLYN NY 11229,2020 AVENUE V 4G BROOKLYN NY 11229,Unknown (likely private),coop,1,3073810006,0,0,1,0,0,1,2,0,0,78.6257170637,4
3230163,1177 EAST 98 STREET,66.35965781,R4,3.8000000000000003,NA,97.1674595169,ILENE PROPERTIES INC,11236,3098800,CHAIM BABAD,CHAIM BABAD,NA,JOHN WREESMAN,1531 57 STREET  Brooklyn NY 11219,1531 57 STREET  Brooklyn NY 11219,1531 57 STREET  Brooklyn NY 11219,NA,Unknown (likely private),multiple unit,1,3082060005,0,0,1,0,0,0,2,0,0,97.1674595169,3
3143323,232 60 STREET,23.95,M1-2,Inf,NA,138.809520841,232 60 ST RLTY CORP,11220,3002200,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3057800020,2,1,0,0,0,1,0,1,1,138.809520841,6
3340241,1325 PENNSYLVANIA AVENUE,150.99,R5,1.3439999999999999,NA,40.1264163821,"BSC HOUSING COMPANY, INC.",11239,3105804,SABRIN BASILE,DAVID SORISE,ANDREW KANE,BILL FOLEY,1390 PENNSYLVANIA AVENUE  BROOKLYN NY 11239,1390 PENNSYLVANIA AVENUE  BROOKLYN NY 11239,1390 PENNSYLVANIA AVENUE  BKLYN NY 11239,1390 PENNSYLVANIA AVENUE  BROOKLYN NY 11239,Tax-exempt property,multiple unit,1,3044520020,2,0,1,0,2,1,2,0,1,40.1264163821,9
3174686,1750 MCDONALD AVENUE,23.61424309,M1-1,Inf,NA,203.42331961,"MCDONALD AVENUE PROPERTY, LLC",11230,3043800,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3066070026,2,1,0,0,1,1,0,1,0,203.42331961,6
3065452,264 NORTH HENRY STREET,29.87,M1-1,Inf,NA,91.9689948294,VMR CORPORATION,11222,3058901,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3026070056,2,1,0,0,1,0,0,0,1,91.9689948294,5
3220954,2233 UTICA AVENUE,17.83230508,C8-1,Inf,NA,132.229868362,"2233 UTICA,",11234,3068200,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3078950011,2,0,0,0,0,0,0,1,0,132.229868362,3
3071360,155 SEIGEL STREET,63.84,R6,1.1810699588477367,NA,83.2642841684,NYC HOUSING AUTHORITY,11206,3049302,NA,NA,NA,NA,NA,NA,NA,NA,"State, federal, or public authority",multiple unit,1,3030810060,0,0,1,0,1,1,2,0,1,83.2642841684,6
3126787,488 OCEAN PARKWAY,64.17,R7A,0.8975,NA,68.8840229911,NA,11218,3049000,HERSHY EISSENBERG,HERSHY EISSENBERG,NA,ORLANDO RODRIGUEZ,5614 15TH AVENUE 1A BKLYN NY 11219,5614 15TH AVENUE 1A BKLYN NY 11219,5614 15TH AVENUE 1A BKLYN NY 11219,NA,Unknown (likely private),coop,1,3053890041,0,0,0,0,0,0,2,0,0,68.8840229911,2
3009608,171 26 STREET,18.02,M1-2D,Inf,NA,163.928446761,"A.M. DEVELOPMENT & MANAGEMENT,",11232,3010100,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3006540043,2,1,0,0,0,1,0,1,1,163.928446761,6
3197092,2435 OCEAN AVENUE,66.8,R7A,1.0475,NA,113.245174031,2435 OCEAN AVENUE LLC,11229,3056000,STEVEN WILLIAMS,ZVI WILAMOWSKY,NA,LUIS PINTO,1427 EAST 7TH ST  BROOKLYN NY 11230,1427 EAST 7TH ST  BKLYN NY 11230,1427 EAST 7TH ST  BROOKLYN NY 11230,NA,Unknown (likely private),multiple unit,1,3072990057,0,0,0,0,0,0,2,1,0,113.245174031,3
3337044,600 EUCLID AVENUE,64.78,R5,0.688,NA,72.6348696715,NYC HOUSING AUTHORITY,11208,3121000,NA,NA,NA,NA,NA,NA,NA,NA,"State, federal, or public authority",multiple unit,1,3042920061,0,0,1,0,2,1,2,0,1,72.6348696715,7
3255641,182 KANE STREET,57.59,R6,0.2757201646090535,Cobble Hill Historic District,80.0910592281,TRUSTEES OF THE ESTATE OF THE DIOCESE OF  LI,11231,3006700,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3003240027,0,0,1,1,0,0,0,0,0,80.0910592281,2
3107786,297 LENOX ROAD,64.25,R7-1,1.002906976744186,NA,115.430869049,S & G LENOX LLC,11226,3081800,MOSHE RHINE,TERRY BERNSTEIN,LAWRENCE BERNSTEIN,MOSHE RHINE,725 CHURCH AVENUE  Brooklyn NY 11218,725 CHURCH AVENUE  Brooklyn NY 11218,725 CHURCH AVENUE  Brooklyn NY 11218,725 CHURCH AVENUE  Brooklyn NY 11218,Unknown (likely private),multiple unit,1,3048370089,0,0,0,0,0,0,2,1,0,115.430869049,3
3062307,130 NORTH 5 STREET,45.64,R6B,1.885,NA,141.604236321,218 BEDFORD REALTY,11249,3055300,MAYER GOMBO,MAYER GOMBO,NA,DAVID KOHN,132 NORTH 5TH STREET  BROOKLYN NY 11211,290 MARCY AVENUE  BROOKLYN NY 11211,211 KEAP STREET  BROOKLYN NY 11211,NA,Unknown (likely private),multiple unit,1,3023430012,0,0,1,0,0,0,2,1,0,141.604236321,4
3246891,2955 CONEY ISLAND AVENUE,14.12,C8-1,Inf,NA,130.18206958,2955 BK LLC,11235,3060800,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3087610009,2,0,0,0,0,0,0,1,1,130.18206958,4
3100736,190 EAST 98 STREET,15.94,C8-2,Inf,NA,289.664757342,MIDYAN GATE REALTY N,11212,3089200,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3046330013,2,0,0,0,1,1,0,1,1,289.664757342,6
3324275,845 STANLEY AVENUE,54.64,R5,1.096,NA,78.0249755027,BOULEVARD TOGETHER OWNER LLC,11207,3111000,BARBARA CLARK,AARON KOFFMAN,MATTHEW LINDE,JASON JACK,826 BROADWAY 11 FL New York NY 10003,812 ASHFORD ST MAIN E BROOKLYN NY 11207,826 BROADWAY 11 FL NEW YORK NY 10003,10 BANK STREET 550 WHITE PLAINS NY 10406,"State, federal, or public authority",multiple unit,1,3043770001,0,0,1,0,2,1,2,0,1,78.0249755027,7
3169049,2255 CROPSEY AVENUE,65.96,R5,1.592,NA,95.2003438456,LAGOON EAST LLC,11214,3029400,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3064500001,0,0,1,0,0,1,2,0,1,95.2003438456,5
3098831,836 LOGAN STREET,28.6937911,M1-1,Inf,NA,248.021174757,4C FOODS CORP,11208,3111600,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3045030015,2,1,0,0,1,1,0,1,1,248.021174757,7
3336622,183 LORRAINE STREET,70.9,M1-1,Inf,NA,634.467966381,183 LORRAINE STREET,11231,3005302,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3005720001,0,1,0,0,0,0,2,2,1,634.467966381,6
3152378,8301 RIDGE BOULEVARD,57.71,R2,3.72,NA,82.0510640734,RIDGEFIELD TOWERS TENANTS CORP,11209,3006200,JON DIACOMANOLIS,NICOLE FUSCO-EVANS,JON DIACOMANOLIS,DANNY JAPA,8027 THIRD AVE  Brooklyn NY 11209,8027 THIRD AVE  Brooklyn NY 11209,8027 THIRD AVE  Brooklyn NY 11209,8027 THIRD AVE  Brooklyn NY 11209,Unknown (likely private),coop,1,3060160006,0,0,1,0,0,0,2,0,0,82.0510640734,3
3337297,3595 NOSTRAND AVENUE,61.04499951,R5,0.8,NA,47.280687789,NYC HOUSING AUTHORITY,11229,3057200,NA,NA,NA,NA,NA,NA,NA,NA,Mixed city & private,multiple unit,1,3073870001,0,0,1,0,2,1,2,0,1,47.280687789,7
3237201,6809 AVENUE U,25.10565833,R3-2,1.66,NA,212.160962782,TEMPLE SHOLOM FLATBUS,11234,3069602,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3084090001,2,0,1,0,0,0,2,1,0,212.160962782,6
3070433,38 OLIVE STREET,79.74,R6B,0.365,NA,15.9862035467,ST NICHOLAS RC CH,11211,3048100,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3029210005,0,0,1,0,0,1,0,0,1,15.9862035467,3
3205963,715 EAST 32 STREET,67.99,R6,1.4979423868312756,NA,56.2629081339,EAST 32 TOWERS LLC,11210,3078602,SAUL FRIEDMAN,SAUL FRIEDMAN,NA,SAUL FRIEDMAN,1660 49 STREET BSMNT BROOKLYN NY 11204,1660 49TH STREET BSMNT BROOKLYN NY 11204,1660 49 STREET BSMNT BROOKLYN NY 11204,NA,Unknown (likely private),multiple unit,1,3075600034,0,0,1,0,0,1,2,0,0,56.2629081339,4
3012834,4901 2 AVENUE,14.7,M1-2D,Inf,NA,133.691103468,SOPHIE'S LIBERTY INC,11232,3002000,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3007810006,2,1,0,0,0,1,0,1,1,133.691103468,6
3009828,830 3 AVENUE,170.46,M3-1,Inf,NA,777.956784111,FEDERAL BUREAU OF PRISONS,11232,3001801,NA,NA,NA,NA,NA,NA,NA,NA,Tax-exempt property,not residential,0,3006670001,2,1,0,0,0,0,2,3,1,777.956784111,9
3180501,1801 AVENUE L,66.14,R7A,0.62,NA,61.3198211769,1819 AVENUE L OWNER LLC,11230,3076000,MARK BERGER,ISAAC REISS,NA,EDDIE ADROVIC,4907 18TH AVENUE  Brooklyn NY 11204,4907 18TH AVE  Brooklyn NY 11204,4907 18TH AVE  Brooklyn NY 11204,NA,Unknown (likely private),multiple unit,1,3067290001,0,0,0,0,0,1,2,0,0,61.3198211769,3
3098936,1014 STANLEY AVENUE,15.91,M1-1,Inf,NA,430.837583218,STANLEY AVENUE REALTY LLC,11208,3111600,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3045250029,2,1,0,0,0,1,2,2,1,430.837583218,9
3346122,617 PACIFIC STREET,24.42,C6-2,0.12790697674418605,NA,221.939535868,FC ACQUISITION ASSOCI,11217,3012901,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3009270016,2,0,0,0,0,0,0,1,0,221.939535868,3
3139090,5304 15 AVENUE,64.36,R6,2.049382716049383,NA,80.1850695894,5302 REALTY LLC,11219,3023800,WOLF SICHERMAN,WOLF SICHERMAN,NA,CARLOS PRADO,1451 52ND STREET  BROOKLYN NY 11219,1451 52ND STREET  BROOKLYN NY 11219,1451 52ND STREET  BROOKLYN NY 11219,NA,Unknown (likely private),multiple unit,1,3056710034,0,0,1,0,0,1,2,0,0,80.1850695894,4
3070907,293 SCHOLES STREET,19.47,M1-1,Inf,NA,136.912979168,LEVY REALTY LLC,11206,3048500,NA,NA,NA,NA,NA,NA,NA,NA,Unknown (likely private),not residential,0,3030380041,2,1,0,0,0,0,0,1,1,136.912979168,5
